101423-2,"Influenza virus A H1 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101424-0,"Influenza virus A H3 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101983-5,"Influenza virus A+B RNA [Presence] in Respiratory system specimen by NAA with probe detection"
104727-3,"Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by Molecular genetics method"
104730-7,"Influenza virus A H3 RNA [Presence] in Specimen by Molecular genetics method"
104735-6,"Influenza virus B RNA [Presence] in Specimen by Molecular genetics method"
105075-6,"Influenza virus A RNA [Presence] in Specimen"
105076-4,"Influenza virus A H1 RNA [Presence] in Specimen"
105214-1,"Influenza virus A+B RNA [Presence] in Bronchial specimen by NAA with probe detection"
105215-8,"Influenza virus A RNA [Presence] in Bronchial specimen by NAA with probe detection"
105216-6,"Influenza virus B RNA [Presence] in Bronchial specimen by NAA with probe detection"
105232-3,"Influenza virus A+B RNA [Presence] in Sputum by NAA with probe detection"
105233-1,"Influenza virus A RNA [Presence] in Sputum by NAA with probe detection"
105234-9,"Influenza virus B RNA [Presence] in Sputum by NAA with probe detection"
105725-6,"Influenza virus A+B RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
15444-3,"Influenza virus A Ab [Presence] in Serum by Immune diffusion (ID)"
17012-6,"Influenza virus A Ab [Units/volume] in Cerebral spinal fluid"
17013-4,"Influenza virus A+B Ab [Units/volume] in Serum by Immunofluorescence"
17014-2,"Influenza virus B Ab [Units/volume] in Cerebral spinal fluid"
17015-9,"Influenza virus B IgG Ab [Units/volume] in Serum"
17016-7,"Influenza virus B IgM Ab [Units/volume] in Serum"
18233-7,"Influenza virus Ab [Units/volume] in Cerebral spinal fluid"
20862-9,"Influenza virus A Ab [Presence] in Serum by Hemagglutination inhibition"
22096-2,"Influenza virus A Ab [Presence] in Serum"
22365-1,"Influenza virus A Ab [Titer] in Serum"
22366-9,"Influenza virus A+B Ab [Titer] in Serum"
22367-7,"Influenza virus B Ab [Titer] in Serum"
22368-5,"Influenza virus C Ab [Titer] in Serum"
22821-3,"Deprecated Influenza virus A Ab [Titer] in Serum"
22822-1,"Influenza virus A Ab [Presence] in Serum by Immunoassay"
22823-9,"Influenza virus A Ab [Titer] in Serum by Agglutination"
22824-7,"Influenza virus A Ab [Titer] in Serum by Hemagglutination inhibition"
22825-4,"Influenza virus A Ag [Presence] in Specimen by Immune diffusion (ID)"
22826-2,"Influenza virus A identified in Specimen by Bioassay"
22827-0,"Influenza virus A subtype [Identifier] in Specimen by NAA with probe detection"
22828-8,"Influenza virus A subtype [Identifier] in Specimen by Immune diffusion (ID)"
24015-0,"Influenza virus A+B Ag [Presence] in Specimen"
24215-6,"Influenza virus A Ab [Titer] in Serum by Complement fixation --1st specimen"
24216-4,"Influenza virus A Ab [Titer] in Serum by Complement fixation --2nd specimen"
24217-2,"Influenza virus B Ab [Titer] in Serum by Complement fixation --1st specimen"
24218-0,"Influenza virus B Ab [Titer] in Serum by Complement fixation --2nd specimen"
24289-1,"Influenza virus A Ab [Titer] in Serum --1st specimen"
24290-9,"Influenza virus A Ab [Titer] in Serum --2nd specimen"
24291-7,"Influenza virus B Ab [Titer] in Serum --1st specimen"
24292-5,"Influenza virus B Ab [Titer] in Serum --2nd specimen"
29721-8,"Influenza virus C Ag [Presence] in Specimen by Immunofluorescence"
31241-3,"Deprecated Influenza virus A Ab [Units/volume] in Serum"
31437-7,"Influenza virus A IgG Ab [Units/volume] in Serum"
31438-5,"Influenza virus A IgM Ab [Units/volume] in Serum"
31858-4,"Influenza virus A Ag [Presence] in Throat"
31859-2,"Influenza virus A Ag [Presence] in Specimen"
31860-0,"Influenza virus A+B Ag [Presence] in Throat"
31861-8,"Influenza virus A+B+C Ag [Presence] in Throat"
31862-6,"Influenza virus A+B+C Ag [Presence] in Specimen"
31863-4,"Influenza virus B Ag [Presence] in Throat"
31864-2,"Influenza virus B Ag [Presence] in Specimen"
31865-9,"Influenza virus C Ag [Presence] in Specimen"
33383-1,"Influenza virus A Bangkok Ab [Titer] in Cerebral spinal fluid"
33535-6,"Influenza virus A+B Ag [Presence] in Nasopharynx"
34153-7,"Influenza virus A Ab [Units/volume] in Specimen"
34154-5,"Influenza virus B Ab [Units/volume] in Specimen"
34487-9,"Influenza virus A RNA [Presence] in Specimen by NAA with probe detection"
38270-5,"Influenza virus A H7 RNA [Presence] in Specimen by NAA with probe detection"
38271-3,"Influenza virus A H6 RNA [Presence] in Specimen by NAA with probe detection"
38272-1,"Influenza virus A H5 RNA [Presence] in Specimen by NAA with probe detection"
38273-9,"Influenza virus A Ab [Units/volume] in Serum by Immunoassay"
38381-0,"Influenza virus A cDNA [Presence] in Specimen by NAA with probe detection"
38382-8,"Influenza virus B [Presence] in Specimen by Organism specific culture"
39025-2,"Influenza virus A hemagglutinin cDNA [Identifier] in Specimen by Sequencing"
39102-9,"Influenza virus A hemagglutinin cDNA [Identifier] in Specimen by NAA with probe detection"
39103-7,"Influenza virus A neuraminidase cDNA [Identifier] in Specimen by NAA with probe detection"
39295-1,"Influenza virus A Ab [Presence] in Egg yolk by Immune diffusion (ID)"
39296-9,"Influenza virus A H1 Ab [Titer] in Serum by Hemagglutination inhibition"
39297-7,"Influenza virus A H10 Ab [Titer] in Serum by Hemagglutination inhibition"
39298-5,"Influenza virus A H11 Ab [Titer] in Serum by Hemagglutination inhibition"
39299-3,"Influenza virus A H12 Ab [Titer] in Serum by Hemagglutination inhibition"
39300-9,"Influenza virus A H13 Ab [Titer] in Serum by Hemagglutination inhibition"
39301-7,"Influenza virus A H14 Ab [Titer] in Serum by Hemagglutination inhibition"
39302-5,"Influenza virus A H15 Ab [Titer] in Serum by Hemagglutination inhibition"
39303-3,"Influenza virus A H2 Ab [Titer] in Serum by Hemagglutination inhibition"
39304-1,"Influenza virus A H3 Ab [Titer] in Serum by Hemagglutination inhibition"
39305-8,"Influenza virus A H4 Ab [Titer] in Serum by Hemagglutination inhibition"
39306-6,"Influenza virus A H5 Ab [Titer] in Serum by Hemagglutination inhibition"
39307-4,"Influenza virus A H6 Ab [Titer] in Serum by Hemagglutination inhibition"
39308-2,"Influenza virus A H7 Ab [Titer] in Serum by Hemagglutination inhibition"
39309-0,"Influenza virus A H8 Ab [Titer] in Serum by Hemagglutination inhibition"
39310-8,"Influenza virus A H9 Ab [Titer] in Serum by Hemagglutination inhibition"
39311-6,"Influenza virus A N1 neutralizing antibody [Presence] in Serum by Neutralization test"
39312-4,"Influenza virus A N2 neutralizing antibody [Presence] in Serum by Neutralization test"
39313-2,"Influenza virus A N3 neutralizing antibody [Presence] in Serum by Neutralization test"
39314-0,"Influenza virus A N4 neutralizing antibody [Presence] in Serum by Neutralization test"
39315-7,"Influenza virus A N5 neutralizing antibody [Presence] in Serum by Neutralization test"
39316-5,"Influenza virus A N6 neutralizing antibody [Presence] in Serum by Neutralization test"
39317-3,"Influenza virus A N7 neutralizing antibody [Presence] in Serum by Neutralization test"
39318-1,"Influenza virus A N8 neutralizing antibody [Presence] in Serum by Neutralization test"
39319-9,"Influenza virus A N9 neutralizing antibody [Presence] in Serum by Neutralization test"
39536-8,"Influenza virus A Ab [Units/volume] in Serum by Complement fixation"
39537-6,"Influenza virus B Ab [Units/volume] in Serum by Hemagglutination inhibition"
40981-3,"Deprecated Influenza virus A RNA [Presence] in Unspecified specimen by Probe & target amplification method"
40982-1,"Influenza virus B RNA [Presence] in Specimen by NAA with probe detection"
41134-8,"Influenza virus A N9 Ab [Presence] in Serum"
41135-5,"Influenza virus A N8 Ab [Presence] in Serum"
41136-3,"Influenza virus A N7 Ab [Presence] in Serum"
41137-1,"Influenza virus A N6 Ab [Presence] in Serum"
41138-9,"Influenza virus A N5 Ab [Presence] in Serum"
41139-7,"Influenza virus A N4 Ab [Presence] in Serum"
41140-5,"Influenza virus A N3 Ab [Presence] in Serum"
41141-3,"Influenza virus A N2 Ab [Presence] in Serum"
41142-1,"Influenza virus A N1 Ab [Presence] in Serum"
43812-7,"Deprecated Influenza virus A Ab [Presence] in Serum"
43837-4,"Influenza virus A IgG Ab [Presence] in Serum"
43838-2,"Influenza virus A IgM Ab [Presence] in Serum"
43839-0,"Influenza virus B IgG Ab [Presence] in Serum"
43840-8,"Influenza virus B IgM Ab [Presence] in Serum"
43851-5,"Influenza virus A IgA Ab [Presence] in Serum"
43852-3,"Influenza virus B IgA Ab [Presence] in Serum"
43874-7,"Influenza virus A Ag [Presence] in Nasopharynx"
43895-2,"Influenza virus B Ag [Presence] in Nasopharynx"
44010-7,"Influenza virus A and B Ab [Interpretation] in Body fluid"
44091-7,"Deprecated Influenza virus A hemagglutinin H5 RNA [Presence] in Unspecified specimen by Probe & target amplification method"
44263-2,"Influenza virus A RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
44264-0,"Influenza virus A H5 RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
44265-7,"Influenza virus A H6 RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
44266-5,"Influenza virus A H7 RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
44556-9,"Influenza virus A Ab [Presence] in Serum by Complement fixation"
44557-7,"Influenza virus A Ab [Presence] in Body fluid"
44558-5,"Influenza virus A Ag [Presence] in Nasopharynx by Immunofluorescence"
44559-3,"Influenza virus A Ag [Presence] in Bronchial specimen by Immunofluorescence"
44560-1,"Influenza virus A Ag [Presence] in Nose by Immunofluorescence"
44561-9,"Influenza virus A Ag [Presence] in Trachea by Immunofluorescence"
44562-7,"Influenza virus A Ag [Presence] in Bronchial specimen"
44563-5,"Influenza virus A Ag [Presence] in Nose"
44564-3,"Influenza virus A Ag [Presence] in Nose by Immunoassay"
44565-0,"Influenza virus A+B Ab [Presence] in Serum"
44566-8,"Influenza virus A+B Ag [Presence] in Bronchial specimen"
44567-6,"Influenza virus A+B Ag [Presence] in Nose"
44568-4,"Influenza virus B Ab [Presence] in Serum by Complement fixation"
44569-2,"Influenza virus B Ab [Presence] in Body fluid"
44570-0,"Influenza virus B Ab [Presence] in Serum"
44571-8,"Influenza virus B Ag [Presence] in Nasopharynx by Immunofluorescence"
44572-6,"Influenza virus B Ag [Presence] in Bronchial specimen by Immunofluorescence"
44573-4,"Influenza virus B Ag [Presence] in Nose by Immunofluorescence"
44574-2,"Influenza virus B Ag [Presence] in Trachea by Immunofluorescence"
44575-9,"Influenza virus B Ag [Presence] in Nose by Immunoassay"
44576-7,"Influenza virus B Ag [Presence] in Bronchial specimen"
44577-5,"Influenza virus B Ag [Presence] in Nose"
44578-3,"Influenza virus C Ab [Presence] in Serum by Complement fixation"
44579-1,"Influenza virus C Ab [Presence] in Serum"
44795-3,"Influenza virus A H5 Asian RNA [Presence] in Specimen by NAA with probe detection"
44876-1,"Influenza virus A Ab [Presence] in Cerebral spinal fluid"
45279-7,"Influenza virus A+B Ab [Presence] in Body fluid"
45953-7,"Deprecated Influenza virus vaccine received in facility [Minimum Data Set]"
46082-4,"Influenza virus A Ag [Presence] in Nasopharynx by Immunoassay"
46083-2,"Influenza virus B Ag [Presence] in Nasopharynx by Immunoassay"
47232-4,"Influenza virus A Ab [Presence] in Serum --1st specimen"
47233-2,"Influenza virus A Ab [Presence] in Serum --2nd specimen"
47312-4,"Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay"
47313-2,"Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay"
47314-0,"Influenza virus B IgG Ab [Units/volume] in Serum by Immunoassay"
47315-7,"Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay"
47443-7,"Influenza virus A Ab [Presence] in Egg yolk"
47444-5,"Influenza virus A H1 Ab [Titer] in Serum"
47445-2,"Influenza virus A H10 Ab [Titer] in Serum"
47446-0,"Influenza virus A H11 Ab [Titer] in Serum"
47447-8,"Influenza virus A H12 Ab [Titer] in Serum"
47448-6,"Influenza virus A H13 Ab [Titer] in Serum"
47449-4,"Influenza virus A H14 Ab [Titer] in Serum"
47450-2,"Influenza virus A H15 Ab [Titer] in Serum"
47451-0,"Influenza virus A H2 Ab [Titer] in Serum"
47452-8,"Influenza virus A H3 Ab [Titer] in Serum"
47453-6,"Influenza virus A H4 Ab [Titer] in Serum"
47454-4,"Influenza virus A H5 Ab [Titer] in Serum"
47455-1,"Influenza virus A H6 Ab [Titer] in Serum"
47456-9,"Influenza virus A H7 Ab [Titer] in Serum"
47457-7,"Influenza virus A H8 Ab [Titer] in Serum"
47458-5,"Influenza virus A H9 Ab [Titer] in Serum"
48310-7,"Influenza virus A [Presence] in Specimen by Organism specific culture"
48509-4,"Influenza virus A and B RNA [Identifier] in Specimen by NAA with probe detection"
49012-8,"Influenza virus A and B identified in Specimen by Bioassay"
49073-0,"Influenza virus A IgG Ab [Mass/volume] in Cerebral spinal fluid"
49074-8,"Influenza virus A IgA Ab [Mass/volume] in Cerebral spinal fluid"
49075-5,"Influenza virus A IgM Ab [Mass/volume] in Cerebral spinal fluid"
49076-3,"Influenza virus B IgA Ab [Mass/volume] in Cerebral spinal fluid"
49077-1,"Influenza virus B IgG Ab [Mass/volume] in Cerebral spinal fluid"
49078-9,"Influenza virus B IgM Ab [Mass/volume] in Cerebral spinal fluid"
49518-4,"Influenza virus Ab [Titer] in Serum"
49519-2,"Influenza virus A H16 Ab [Titer] in Serum by Hemagglutination inhibition"
49520-0,"Influenza virus A H1 RNA [Presence] in Isolate by NAA with probe detection"
49521-8,"Influenza virus A H1 RNA [Presence] in Specimen by NAA with probe detection"
49522-6,"Influenza virus A H3 Ag [Presence] in Isolate by Immunofluorescence"
49523-4,"Influenza virus A H3 RNA [Presence] in Isolate by NAA with probe detection"
49524-2,"Influenza virus A H3 RNA [Presence] in Specimen by NAA with probe detection"
49525-9,"Influenza virus A H5 Ab [Presence] in Serum"
49526-7,"Influenza virus A H5 RNA [Presence] in Isolate by NAA with probe detection"
49527-5,"Influenza virus A H7 RNA [Presence] in Isolate by NAA with probe detection"
49528-3,"Influenza virus A H9 RNA [Presence] in Specimen by NAA with probe detection"
49529-1,"Influenza virus A Ag [Presence] in Isolate by Immunofluorescence"
49530-9,"Deprecated Influenza virus A neuraminidase cDNA [Presence] in Isolate by Amplification/Sequencing"
49531-7,"Influenza virus A RNA [Presence] in Isolate by NAA with probe detection"
49532-5,"Influenza virus A hemagglutinin type RNA [Identifier] in Isolate by Sequencing"
49533-3,"Influenza virus B Ab [Presence] in Serum by Immunoassay"
49534-1,"Influenza virus B Ag [Presence] in Isolate by Immunofluorescence"
49535-8,"Influenza virus B RNA [Presence] in Isolate by NAA with probe detection"
49536-6,"Influenza virus B RNA [Identifier] in Isolate by Sequencing"
49537-4,"Influenza virus A and B RNA [Identifier] in Isolate by NAA with probe detection"
49538-2,"Influenza virus identified in Specimen by Shell vial culture"
50693-1,"Influenza virus A+B Ab [Titer] in Serum by Complement fixation"
50696-4,"Influenza virus A neutralizing antibody [Identifier] in Serum by Neutralization test"
50697-2,"Influenza virus A Ag [Identifier] in Isolate"
50698-0,"Influenza virus A.adamantane resistance [Presence] by Phenotype method"
50699-8,"Influenza virus A.adamantane resistance [Presence]"
50700-4,"Influenza virus A.adamantane resistant RNA [Presence] by NAA with probe detection"
50701-2,"Influenza virus A H1 Ag [Presence] in Isolate by Immunofluorescence"
50702-0,"Influenza virus A matrix protein RNA [Presence] in Isolate by Sequencing"
50703-8,"Influenza virus A.neuraminidase inhibitor resistance [Susceptibility] Qualitative by Phenotype method"
50704-6,"Influenza virus A nucleoprotein RNA [Presence] in Isolate by Sequencing"
50705-3,"Influenza virus A non-structural protein RNA [Presence] in Isolate by Sequencing"
50706-1,"Influenza virus A polymerase A RNA [Presence] in Isolate by Sequencing"
50707-9,"Influenza virus A polymerase B1 cDNA [Presence] in Isolate by Sequencing"
50708-7,"Influenza virus A polymerase B2 RNA [Presence] in Isolate by Sequencing"
50709-5,"Influenza virus B Ab [Titer] in Serum by Hemagglutination inhibition"
50710-3,"Influenza virus susceptibility panel"
50711-1,"Influenza virus A polymerase RNA [Identifier] in Isolate by Sequencing"
50712-9,"Influenza virus.neuraminidase inhibitor resistance [Susceptibility] Qualitative"
50713-7,"Influenza virus.neuraminidase inhibitor resistance [Susceptibility] by Genotype method"
51460-4,"Influenza virus A H16 Ab [Titer] in Serum"
5229-0,"Influenza virus A Ab [Titer] in Serum by Complement fixation"
5230-8,"Influenza virus B Ab [Titer] in Serum by Complement fixation"
5231-6,"Influenza virus C Ab [Titer] in Serum by Complement fixation"
52974-3,"Influenza virus B Ab [Units/volume] in Serum by Complement fixation"
53250-7,"Influenza virus A RNA [#/volume] (viral load) in Specimen by NAA with probe detection"
53251-5,"Influenza virus B RNA [#/volume] (viral load) in Specimen by NAA with probe detection"
53381-0,"Influenza virus A Ab [Identifier] in Serum"
54240-7,"Influenza virus Ag [Presence] in Specimen"
54241-5,"Influenza virus B Ag [Presence] in Isolate"
54242-3,"Influenza virus identified in Isolate"
54243-1,"Influenza virus RNA [Identifier] in Specimen by Probe"
54244-9,"Influenza virus identified in Specimen"
55019-4,"Influenza virus vaccine received in facility during assessment period [CMS Assessment]"
55133-3,"Influenza virus A hemagglutinin cDNA [Identifier] in Isolate by NAA with probe detection"
55134-1,"Influenza virus A neuraminidase RNA [Identifier] in Isolate by NAA with probe detection"
55262-0,"Influenza virus immunization status"
55463-4,"Influenza virus A swine origin RNA [Identifier] in Specimen by NAA with probe detection"
55464-2,"Influenza virus A swine origin RNA [Presence] in Specimen by NAA with probe detection"
55465-9,"Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by NAA with probe detection"
55466-7,"Influenza virus A H1 2009 pandemic RNA panel - Specimen by NAA with probe detection"
56024-3,"Influenza virus A N1 RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
57208-1,"Influenza vaccination received in Reporting Period [CMS Assessment]"
57324-6,"Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay --1st specimen"
57325-3,"Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay --2nd specimen"
57326-1,"Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay --1st specimen"
57327-9,"Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay --2nd specimen"
57328-7,"Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay --1st specimen"
57329-5,"Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay --2nd specimen"
57895-5,"Influenza virus A H1.neuraminidase inhibitor resistance [Susceptibility] in Specimen by Genotype method"
57896-3,"Influenza virus A 2009 H1N1v.neuraminidase inhibitor resistance [Susceptibility] in Specimen by Genotype method"
57897-1,"Influenza virus A+B.neuraminidase inhibitor resistance [Susceptibility] in Specimen by Genotype method"
57985-4,"Influenza virus A H2 RNA [Presence] in Specimen by NAA with probe detection"
5860-2,"Influenza virus A Ag [Presence] in Throat by Immunoassay"
5861-0,"Influenza virus A Ag [Presence] in Throat by Immunofluorescence"
5862-8,"Influenza virus A Ag [Presence] in Specimen by Immunoassay"
5863-6,"Influenza virus A Ag [Presence] in Specimen by Immunofluorescence"
5864-4,"Influenza virus B Ag [Presence] in Throat by Immunoassay"
5865-1,"Influenza virus B Ag [Presence] in Throat by Immunofluorescence"
5866-9,"Influenza virus B Ag [Presence] in Specimen by Immunoassay"
5867-7,"Influenza virus B Ag [Presence] in Specimen by Immunofluorescence"
59423-4,"Influenza virus A hemagglutinin type RNA [Identifier] in Specimen by NAA with probe detection"
59424-2,"Influenza virus A hemagglutinin type RNA [Identifier] in Isolate by NAA with probe detection"
60267-2,"Influenza virus C RNA [Presence] in Isolate by NAA with probe detection"
60494-2,"Influenza virus A H1 2009 pandemic and Influenza virus A swine origin RNA [Interpretation] in Specimen Qualitative by NAA with probe detection"
60529-5,"Influenza virus A H1 2009 pandemic Ab [Titer] in Serum"
60530-3,"Influenza virus A H9 RNA [Presence] in Isolate by NAA with probe detection"
60538-6,"Influenza virus A H1+H3+B RNA [Presence] in Specimen by NAA with probe detection"
61101-2,"Influenza virus A neuraminidase RNA [Type] in Specimen by Sequencing"
61102-0,"Influenza virus A and B Ag [Identifier] in Specimen by Immunofluorescence"
62462-7,"Influenza virus A+B RNA [Presence] in Specimen by NAA with probe detection"
62860-2,"Influenza virus C RNA [Presence] in Specimen by NAA with probe detection"
6434-5,"Influenza virus A+B Ab [Titer] in Serum by Immunofluorescence"
6435-2,"Influenza virus A+B Ag [Presence] in Throat by Immunoassay"
6436-0,"Influenza virus A+B Ag [Presence] in Throat by Immunofluorescence"
6437-8,"Influenza virus A+B Ag [Presence] in Specimen by Immunoassay"
6438-6,"Influenza virus A+B Ag [Presence] in Specimen by Immunofluorescence"
6439-4,"Influenza virus A+B+C Ag [Presence] in Throat by Immunoassay"
6440-2,"Influenza virus A+B+C Ag [Presence] in Throat by Immunofluorescence"
6441-0,"Influenza virus A+B+C Ag [Presence] in Specimen by Immunoassay"
6442-8,"Influenza virus A+B+C Ag [Presence] in Specimen by Immunofluorescence"
6601-9,"Influenza virus identified in Sputum by Organism specific culture"
6602-7,"Influenza virus identified in Sputum tracheal aspirate by Organism specific culture"
6603-5,"Influenza virus identified in Throat by Organism specific culture"
6604-3,"Influenza virus identified in Specimen by Organism specific culture"
6634-0,"Influenza virus A Hong Kong Ab [Units/volume] in Serum by Hemagglutination inhibition"
6635-7,"Influenza virus A England Ab [Units/volume] in Serum by Hemagglutination inhibition"
6636-5,"Influenza virus A Port Chalmers Ab [Units/volume] in Serum by Hemagglutination inhibition"
6637-3,"Influenza virus A Victoria Ab [Units/volume] in Serum by Hemagglutination inhibition"
6638-1,"Influenza virus A Texas Ab [Units/volume] in Serum by Hemagglutination inhibition"
6639-9,"Influenza virus A Bangkok Ab [Units/volume] in Serum by Hemagglutination inhibition"
6640-7,"Influenza virus A Phillipines Ab [Units/volume] in Serum by Hemagglutination inhibition"
6641-5,"Influenza virus A Mississippi Ab [Units/volume] in Serum by Hemagglutination inhibition"
6642-3,"Influenza virus A Leningrad Ab [Units/volume] in Serum by Hemagglutination inhibition"
68986-9,"Influenza virus A H5a RNA [Presence] in Specimen by NAA with probe detection"
68987-7,"Influenza virus A H5b RNA [Presence] in Specimen by NAA with probe detection"
72058-1,"Influenza virus vaccination received"
72200-9,"Influenza virus A neuraminidase segment sequence identifier"
72201-7,"Influenza virus A matrix protein segment sequence identifier"
72265-2,"Influenza virus B IgA Ab [Units/volume] in Serum by Immunoassay"
72266-0,"Influenza virus A IgA Ab [Units/volume] in Serum by Immunoassay"
72356-9,"Influenza virus A and B Ag [Identifier] in Specimen by Rapid immunoassay"
72365-0,"Influenza virus A and B Ag [Identifier] in Nose by Immunofluorescence"
72366-8,"Influenza virus A and B Ag [Identifier] in Nose by Rapid immunoassay"
72367-6,"Influenza virus A+B Ag [Presence] in Nose by Rapid immunoassay"
72767-7,"Influenza virus A hemagglutinin segment sequence identifier"
74038-1,"Influenza virus A H1 RNA [Cycle Threshold #] in Specimen by NAA with probe detection"
74039-9,"Influenza virus A H3 RNA [Cycle Threshold #] in Specimen by NAA with probe detection"
74040-7,"Influenza virus A N2 RNA [Cycle Threshold #] in Specimen by NAA with probe detection"
74784-0,"Influenza virus B lineage RNA [Identifier] in Specimen by NAA with probe detection"
74785-7,"Influenza virus B Victoria lineage RNA [Presence] in Specimen by NAA with probe detection"
74786-5,"Influenza virus B Yamagata lineage RNA [Presence] in Specimen by NAA with probe detection"
74787-3,"Influenza virus B Victoria and Yamagata lineage RNA panel - Specimen"
76077-7,"Influenza virus A RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
76078-5,"Influenza virus A RNA [Presence] in Nasopharynx by NAA with probe detection"
76079-3,"Influenza virus B RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
76080-1,"Influenza virus B RNA [Presence] in Nasopharynx by NAA with probe detection"
77026-3,"Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with probe detection"
77027-1,"Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with probe detection"
77028-9,"Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with probe detection"
77383-8,"Influenza virus A Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence"
77384-6,"Influenza virus B Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence"
77605-4,"Influenza virus A H5 RNA [Cycle Threshold #] in Specimen by NAA with probe detection"
7920-2,"Influenza virus A Ab [Units/volume] in Serum"
7921-0,"Influenza virus A Bangkok Ab [Units/volume] in Serum"
7922-8,"Influenza virus A England Ab [Units/volume] in Serum"
7923-6,"Influenza virus A Hong Kong Ab [Units/volume] in Serum"
7924-4,"Influenza virus A Leningrad Ab [Units/volume] in Serum"
7925-1,"Influenza virus A Mississippi Ab [Units/volume] in Serum"
7926-9,"Influenza virus A Phillipines Ab [Units/volume] in Serum"
7927-7,"Influenza virus A Port Chalmers Ab [Units/volume] in Serum"
7928-5,"Influenza virus A Texas Ab [Units/volume] in Serum"
7929-3,"Influenza virus A Victoria Ab [Units/volume] in Serum"
7930-1,"Influenza virus A+B Ab [Units/volume] in Serum"
7931-9,"Influenza virus B Ab [Units/volume] in Serum"
7932-7,"Influenza virus C Ab [Units/volume] in Serum"
80204-1,"Influenza virus A and B identified in Nasopharynx by Shell vial culture"
80381-7,"Influenza virus A and B Ag panel - Upper respiratory specimen by Rapid immunoassay"
80382-5,"Influenza virus A Ag [Presence] in Upper respiratory specimen by Rapid immunoassay"
80383-3,"Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay"
80588-7,"Influenza virus A M gene [Presence] in Nasopharynx by NAA with probe detection"
80589-5,"Influenza virus A H1 HA gene [Presence] in Nasopharynx by NAA with probe detection"
80590-3,"Influenza virus A H3 HA gene [Presence] in Nasopharynx by NAA with probe detection"
80591-1,"Influenza virus B NS gene [Presence] in Nasopharynx by NAA with probe detection"
81233-9,"Influenza virus types A and B and subtypes RNA panel - Respiratory system specimen by NAA with probe detection"
81305-5,"Influenza virus A H1 2009 pandemic RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81307-1,"Influenza virus A H7 Eurasia RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81308-9,"Influenza virus A RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81309-7,"Influenza virus B RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81320-4,"Influenza virus A H5 Asian RNA [Cycle Threshold #] in Respiratory system specimen by Nucleic acid amplification using primer-probe set H5a"
81321-2,"Influenza virus A H5 Asian RNA [Cycle Threshold #] in Respiratory system specimen by Nucleic acid amplification using primer-probe set H5b"
81325-3,"Influenza virus B Yamagata lineage RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81327-9,"Influenza virus B Victoria lineage RNA [Cycle Threshold #] in Respiratory system specimen by NAA with probe detection"
81428-5,"Influenza virus A H7 Eurasia RNA [Presence] in Respiratory system specimen by NAA with probe detection"
82166-0,"Influenza virus A RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82167-8,"Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82168-6,"Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82169-4,"Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82170-2,"Influenza virus B RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82461-5,"Influenza virus A and B and H1 2009 pandemic RNA [Identifier] in Upper respiratory specimen by NAA with probe detection"
85476-0,"Influenza virus A and B and Respiratory syncytial virus RNA panel - Upper respiratory specimen by NAA with probe detection"
85477-8,"Influenza virus A RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
85478-6,"Influenza virus B RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
